X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
394895.399999999,140924.899999999,24167965,2024/10/29 14:27:04+00,DAY,OTHERS,THEFT/OTHER,3500 - 3599 BLOCK OF CONNECTICUT AVENUE NW,394895.4,140924.9,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,38.9361950358,-77.0588766912,,2024/10/29 13:41:00+00,2024/10/29 13:46:00+00,618665426,
400332.439999998,136116.800000001,24168039,2024/10/29 16:45:57+00,DAY,OTHERS,MOTOR VEHICLE THEFT,200 - 299 BLOCK OF 7TH STREET NE,400332.44,136116.8,6,6C,1,108,Cluster 25,008302 3,008302,Precinct 85,38.8928968286,-76.9961679491,,2024/10/29 15:56:00+00,2024/10/29 16:40:00+00,618665427,
393930.75,143053.27,24168660,2024/10/30 18:34:54+00,DAY,OTHERS,THEFT F/AUTO,5000 - 5099 BLOCK OF CONNECTICUT AVENUE NW,393930.75,143053.27,3,3F,2,203,Cluster 10,001402 3,001402,Precinct 138,38.9553618526,-77.0700218345,,2024/10/29 22:50:00+00,2024/10/30 18:32:00+00,618665428,
400930.140000001,137051.699999999,24120105,2024/08/05 22:42:37+00,EVENING,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF I STREET NE,400930.14,137051.7,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.901318318,-76.9892769685,,2024/08/05 22:22:00+00,2024/08/05 22:25:00+00,618665429,
401967.380000003,131593.690000001,24120246,2024/08/06 08:21:20+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1900 - 1999 BLOCK OF FREDERICK DOUGLASS COURT SE,401967.38,131593.69,8,8C,7,704,Cluster 38,007404 1,007404,Precinct 117,38.8521487001,-76.9773348675,,2024/08/06 03:00:00+00,2024/08/06 08:20:00+00,618665430,
402985.410800003,133998.928399999,24120283,2024/08/06 08:29:18+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,2941 - 2957 BLOCK OF NASH PLACE SE,402985.410848723,133998.928409782,7,7B,6,605,Cluster 34,007709 2,007709,Precinct 111,38.8738132213,-76.9655962367,,2024/08/06 07:37:00+00,2024/08/06 08:25:00+00,618665431,
401508.579999998,137047.02,24120514,2024/08/06 19:18:06+00,EVENING,OTHERS,THEFT/OTHER,812 - 899 BLOCK OF BLADENSBURG ROAD NE,401508.58,137047.02,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 79,38.9012753565,-76.9826084878,,2024/08/06 18:54:00+00,2024/08/06 18:55:00+00,618665432,
398229.719999999,138140.289999999,24120930,2024/08/07 14:52:20+00,DAY,OTHERS,THEFT F/AUTO,600 - 623 BLOCK OF Q STREET NW,398229.72,138140.29,2,2G,3,308,Cluster 7,004801 1,004801,Precinct 18,38.9111234252,-77.0204113122,,2024/08/06 23:00:00+00,2024/08/07 14:13:00+00,618665433,
401449.939999998,137734.0,24120980,2024/08/07 16:16:11+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1643 - 1699 BLOCK OF TRINIDAD AVENUE NE,401449.94,137734,5,5D,5,506,Cluster 23,008804 2,008804,Precinct 78,38.9074640123,-76.9832830628,,2024/08/07 09:00:00+00,2024/08/07 16:09:00+00,618665434,
398450.119999997,139055.649999999,24121136,2024/08/07 21:47:43+00,EVENING,OTHERS,THEFT/OTHER,4TH STREET NW AND W STREET NW,398450.11999652,139055.65001447,1,1E,3,306,Cluster 3,003400 3,003400,Precinct 37,38.9193697097,-77.0178721686,,2024/08/07 20:58:00+00,2024/08/07 21:20:00+00,618665435,
401700.439999998,137427.780000001,24122804,2024/08/11 05:16:17+00,MIDNIGHT,OTHERS,BURGLARY,1122 - 1160 BLOCK OF BLADENSBURG ROAD NE,401700.44,137427.78,5,5D,5,506,Cluster 23,008804 2,008804,Precinct 78,38.904705027,-76.9803957066,,2024/08/11 01:09:00+00,2024/08/11 04:21:00+00,618665436,
401553.079999998,138614.52,24122873,2024/08/11 09:02:51+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1429 - 1599 BLOCK OF OKIE STREET NE,401553.08,138614.52,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9153958594,-76.9820919291,,2024/08/11 06:29:00+00,2024/08/11 07:00:00+00,618665437,
402556.0,139092.289999999,24123037,2024/08/11 17:39:26+00,DAY,OTHERS,THEFT F/AUTO,2117 - 2299 BLOCK OF BLADENSBURG ROAD NE,402556,139092.29,5,5C,5,503,Cluster 22,011100 1,011100,Precinct 71,38.9196974243,-76.9705258,,2024/08/11 05:00:00+00,2024/08/11 16:40:00+00,618665438,
401508.579999998,137047.02,24123644,2024/08/12 22:29:50+00,EVENING,OTHERS,THEFT/OTHER,812 - 899 BLOCK OF BLADENSBURG ROAD NE,401508.58,137047.02,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 79,38.9012753565,-76.9826084878,,2024/08/12 21:35:00+00,2024/08/12 21:36:00+00,618665439,
403569.549999997,135938.600000001,24123669,2024/08/12 22:42:20+00,EVENING,OTHERS,THEFT/OTHER,3300 - 3399 BLOCK OF ALDEN PLACE NE,403569.55,135938.6,7,7D,6,603,Cluster 32,009604 1,009604,Precinct 101,38.8912843531,-76.958854565,,2024/08/05 16:00:00+00,2024/08/12 16:00:00+00,618665440,
405013.990000002,134320.800000001,24123916,2024/08/13 13:26:25+00,DAY,OTHERS,MOTOR VEHICLE THEFT,700 - 899 BLOCK OF RIDGE ROAD SE,405013.99,134320.8,7,7E,6,605,Cluster 33,007707 1,007707,Precinct 106,38.8767035411,-76.9422166234,,2024/08/12 22:00:00+00,2024/08/13 10:30:00+00,618665441,
399352.488799997,134192.1699,24124480,2024/08/14 13:55:43+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF HALF STREET SE,399352.488797352,134192.169945961,8,8F,1,106,Cluster 27,007201 1,007201,Precinct 131,38.8755588474,-77.0074620773,CAPITOL RIVERFRONT,2024/08/13 00:30:00+00,2024/08/13 22:50:00+00,618665442,
403638.939999998,135772.420000002,24125042,2024/08/15 14:49:56+00,DAY,OTHERS,THEFT F/AUTO,2300 - 3955 BLOCK OF EAST CAPITOL STREET,403638.94,135772.42,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,38.8897870573,-76.9580556016,,2024/08/03 00:00:00+00,2024/08/03 16:00:00+00,618665443,
397965.840000004,138214.02,24169256,2024/10/31 23:45:23+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,800 - 899 BLOCK OF RHODE ISLAND AVENUE NW,397965.84,138214.02,2,2G,3,307,Cluster 7,004901 1,004901,Precinct 21,38.911787039,-77.0234540645,,2024/10/30 03:00:00+00,2024/10/31 11:30:00+00,618665444,
396312.020000003,137622.530000001,24170105,2024/11/02 00:03:03+00,EVENING,OTHERS,ARSON,1800 - 1899 BLOCK OF JEFFERSON PLACE NW,396312.02,137622.53,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 17,38.9064533107,-77.0425195927,GOLDEN TRIANGLE,2024/11/01 07:15:00+00,2024/11/01 07:30:00+00,618665445,
397654.880000003,137620.940000001,24170122,2024/11/02 00:46:41+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF 11TH STREET NW,397654.88,137620.94,2,2F,3,307,Cluster 7,004902 2,004902,Precinct 129,38.9064435961,-77.0270374383,,2024/11/01 23:21:00+00,2024/11/02 00:08:00+00,618665446,
401014.200300001,135070.725099999,24170197,2024/11/02 03:17:50+00,MIDNIGHT,GUN,ROBBERY,400 - 499 BLOCK OF 13TH STREET SE,401014.200286894,135070.725146776,6,6B,1,107,Cluster 26,006900 2,006900,Precinct 91,38.8834728695,-76.9883108117,,2024/11/02 01:45:00+00,2024/11/02 01:50:00+00,618665447,
401801.899999999,131151.600000001,24170372,2024/11/02 14:06:36+00,DAY,OTHERS,THEFT/OTHER,1700 - 1763 BLOCK OF STANTON TERRACE SE,401801.9,131151.6,8,8C,7,704,Cluster 38,007404 1,007404,Precinct 117,38.8481665155,-76.979242432,,2024/11/02 02:58:00+00,2024/11/02 03:00:00+00,618665448,
397498.590000004,140312.789999999,24171403,2024/11/04 16:45:21+00,DAY,OTHERS,BURGLARY,1100 - 1299 BLOCK OF LAMONT STREET NW,397498.59,140312.79,1,1A,3,302,Cluster 2,003000 1,003000,Precinct 39,38.9306922316,-77.0288491499,,2024/11/04 12:30:00+00,2024/11/04 13:30:00+00,618665449,
397309.740000002,139763.870000001,24420196,2024/01/25 23:23:01+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF GIRARD STREET NW,397309.74,139763.87,1,1A,3,304,Cluster 2,003600 2,003600,Precinct 36,38.9257468314,-77.0310250346,,2024/01/10 20:55:00+00,2024/01/10 20:56:00+00,618665450,
397229.07,139084.280000001,24420200,2024/01/26 00:21:26+00,EVENING,OTHERS,THEFT/OTHER,2200 - 2299 BLOCK OF 14TH STREET NW,397229.07,139084.28,1,1B,3,305,Cluster 3,004401 2,004401,Precinct 22,38.9196246162,-77.0319526064,,2024/01/09 13:45:00+00,2024/01/09 13:50:00+00,618665451,
400930.140000001,137051.699999999,24420209,2024/01/26 10:42:25+00,MIDNIGHT,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF I STREET NE,400930.14,137051.7,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.901318318,-76.9892769685,,2023/12/23 22:26:00+00,2023/12/23 23:35:00+00,618665452,
396515.770000003,139923.809999999,24420287,2024/01/31 12:21:57+00,DAY,OTHERS,THEFT/OTHER,1650 - 1798 BLOCK OF HARVARD STREET NW,396515.77,139923.81,1,1D,3,302,Cluster 2,002702 4,002702,Precinct 39,38.9271848317,-77.0401821896,,2024/01/06 22:15:00+00,2024/01/07 04:02:00+00,618665453,
399080.060000002,138057.649999999,24420342,2024/02/02 01:01:48+00,EVENING,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF BATES STREET NW,399080.06,138057.65,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.9103802773,-77.0106067892,,2024/01/23 16:25:00+00,2024/01/23 16:25:00+00,618665454,
399823.490000002,138211.600000001,24420385,2024/02/05 12:21:30+00,DAY,OTHERS,THEFT/OTHER,104 - 1599 BLOCK OF HARRY THOMAS WAY NE,399823.49,138211.6,5,5F,5,502,Cluster 21,008702 3,008702,Precinct 75,38.9117675751,-77.002035177,NOMA,2023/12/20 23:40:00+00,2024/01/02 13:00:00+00,618665455,
394650.049999997,141697.59,24420439,2024/02/07 16:01:08+00,DAY,OTHERS,THEFT/OTHER,2900 - 3049 BLOCK OF VAN NESS STREET NW,394650.05,141697.59,3,3F,2,203,Cluster 12,001303 2,001303,Precinct 34,38.9431541919,-77.0617125934,,2024/01/17 21:00:00+00,2024/01/29 21:00:00+00,618665456,
398682.622900002,135190.522599999,24420508,2024/02/09 23:23:08+00,EVENING,OTHERS,THEFT/OTHER,400 - 439 BLOCK OF 3RD STREET SW,398682.62294073,135190.522586887,6,6D,1,103,Cluster 9,010500 4,010500,Precinct 128,38.8845516489,-77.0151836886,SOUTHWEST,2024/01/28 21:00:00+00,2024/01/29 00:00:00+00,618665457,
403992.450000003,135998.82,24420732,2024/02/28 06:41:52+00,MIDNIGHT,OTHERS,THEFT/OTHER,100 - 222 BLOCK OF 35TH STREET NE,403992.45,135998.82,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,38.8918250184,-76.9539795385,,2024/01/18 19:10:00+00,2024/01/18 20:20:00+00,618665458,
399360.549999997,133726.969999999,24420744,2024/02/28 07:22:03+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF POTOMAC AVENUE SE,399360.55,133726.97,8,8F,1,106,Cluster 27,007201 4,007201,Precinct 131,38.8713681459,-77.0073687453,CAPITOL RIVERFRONT,2024/02/06 18:00:00+00,2024/02/07 16:15:00+00,618665459,
394714.719999999,138279.850000001,24420965,2024/03/15 11:41:33+00,DAY,OTHERS,THEFT/OTHER,1652 - 1699 BLOCK OF AVON PLACE NW,394714.72,138279.85,2,2E,2,206,Cluster 4,000102 1,000102,Precinct 5,38.9123665202,-77.0609402961,,2024/03/07 12:43:00+00,2024/03/07 16:25:00+00,618665460,
400846.140000001,142098.34,24420994,2024/03/16 00:02:26+00,EVENING,OTHERS,THEFT F/AUTO,4700 - 4799 BLOCK OF 12TH STREET NE,400846.14,142098.34,5,5A,4,405,Cluster 20,009509 2,009509,Precinct 66,38.9467801438,-76.9902391338,,2024/03/08 20:45:00+00,2024/03/11 11:45:00+00,618665461,
397529.579999998,139979.309999999,24421272,2024/04/10 04:02:40+00,MIDNIGHT,OTHERS,THEFT/OTHER,1100 - 1299 BLOCK OF COLUMBIA ROAD NW,397529.58,139979.31,1,1A,3,302,Cluster 2,003000 2,003000,Precinct 39,38.9276882281,-77.0284905371,,2024/03/19 20:23:00+00,2024/03/19 20:23:00+00,618665462,
394449.149999999,137479.059999999,24157696,2024/10/11 15:36:33+00,DAY,OTHERS,THEFT/OTHER,3200 - 3275 BLOCK OF M STREET NW,394449.15,137479.06,2,2E,2,206,Cluster 4,000202 4,000202,Precinct 6,38.9051510928,-77.0639958956,GEORGETOWN,2024/10/11 14:43:00+00,2024/10/11 15:10:00+00,618665469,
398171.130000003,143167.789999999,24158516,2024/10/13 00:29:00+00,EVENING,OTHERS,THEFT/OTHER,500 - 699 BLOCK OF KENNEDY STREET NW,398171.13,143167.79,4,4D,4,403,Cluster 18,002101 2,002101,Precinct 56,38.9564125433,-77.0211002527,,2024/10/13 00:08:00+00,,618665470,
401390.119999997,138400.379999999,24158684,2024/10/13 07:39:39+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1820 - 1899 BLOCK OF FENWICK STREET NE,401390.12,138400.38,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9134670874,-76.9839714025,,2024/10/13 06:46:00+00,2024/10/13 07:40:00+00,618665471,
399409.990000002,142466.629999999,24158759,2024/10/13 12:37:43+00,DAY,OTHERS,THEFT/OTHER,4800 - 5010 BLOCK OF FORT TOTTEN DRIVE NE,399409.99,142466.63,5,5A,4,405,Cluster 19,009510 1,009510,Precinct 44,38.9500980115,-77.0068065293,,2024/10/13 05:00:00+00,2024/10/13 11:00:00+00,618665472,
397007.759999998,144031.960000001,24158775,2024/10/13 13:50:36+00,DAY,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF FORT STEVENS DRIVE NW,397007.76,144031.96,4,4A,4,402,Cluster 17,001803 2,001803,Precinct 60,38.9641940147,-77.0345261908,,2024/10/13 12:10:00+00,2024/10/13 12:30:00+00,618665473,
394310,137526,24421497,2024/04/25 12:41:28+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF ETON COURT NW,394310,137526,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,38.9055730549,-77.065600548,,2024/04/13 17:35:00+00,2024/04/13 23:55:00+00,618665476,
400332.280000001,136653.670000002,24421876,2024/05/23 10:02:30+00,MIDNIGHT,OTHERS,THEFT/OTHER,600 - 624 BLOCK OF 7TH STREET NE,400332.28,136653.67,6,6C,1,104,Cluster 25,008302 2,008302,Precinct 84,38.8977331501,-76.9961695338,,2024/05/18 21:10:00+00,2024/05/19 13:10:00+00,618665477,
399081.140000001,139151.140000001,24421979,2024/05/31 13:22:00+00,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF ADAMS STREET NW,399081.14,139151.14,5,5E,3,306,Cluster 21,003301 1,003301,Precinct 135,38.9202308009,-77.0105958003,,2024/05/25 23:30:00+00,2024/05/26 04:20:00+00,618665478,
399531.539999999,134674.780000001,24422024,2024/06/05 14:03:12+00,DAY,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF NEW JERSEY AVENUE SE,399531.54,134674.78,6,8F,1,106,Cluster 27,007202 3,007202,Precinct 131,38.8799065024,-77.0053989764,CAPITOL RIVERFRONT,2024/05/28 16:30:00+00,2024/05/30 23:15:00+00,618665479,
396920.259999998,138793.190000001,24422392,2024/07/01 14:42:32+00,DAY,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF U STREET NW,396920.26,138793.19,1,1B,3,301,Cluster 6,004300 3,004300,Precinct 22,38.9170013541,-77.0355123012,,2024/05/25 20:45:00+00,2024/05/25 22:00:00+00,618665480,
402239.990000002,137071.120000001,24422745,2024/08/06 19:41:29+00,EVENING,OTHERS,THEFT F/AUTO,800 - 899 BLOCK OF 21ST STREET NE,402239.99,137071.12,5,5D,5,507,Cluster 23,008904 2,008904,Precinct 79,38.9014908984,-76.9741764233,,2024/07/27 17:00:00+00,2024/07/27 17:02:00+00,618665481,
397430.590000004,137783.530000001,24422815,2024/08/13 11:01:19+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF 13TH STREET NW,397430.59,137783.53,2,2F,3,307,Cluster 7,005003 1,005003,Precinct 17,38.9079076361,-77.0296239384,,2024/07/27 01:00:00+00,2024/07/27 06:00:00+00,618665482,
400233.789999999,136927.879999999,24423036,2024/08/29 22:42:00+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF H STREET NE,400233.79,136927.88,6,6C,1,104,Cluster 25,008302 2,008302,Precinct 83,38.9002033642,-76.9973048161,,2024/07/09 13:00:00+00,2024/07/16 21:30:00+00,618665483,
399058.280000001,137708.629999999,24423051,2024/09/03 19:22:14+00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF N STREET NW,399058.28,137708.63,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.907236162,-77.0108574312,,2024/08/17 18:00:00+00,2024/08/17 18:15:00+00,618665484,
397745.93,138046.399999999,24423074,2024/09/05 20:22:27+00,EVENING,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF 10TH STREET NW,397745.93,138046.4,2,2G,3,307,Cluster 7,004901 3,004901,Precinct 18,38.9102765245,-77.025989098,,2024/08/20 12:30:00+00,2024/08/20 20:00:00+00,618665485,
394265.689999998,138156.399999999,24423109,2024/09/12 00:02:26+00,EVENING,OTHERS,THEFT/OTHER,1600 - 1639 BLOCK OF 33RD STREET NW,394265.69,138156.4,2,2E,2,206,Cluster 4,000202 1,000202,Precinct 6,38.911251626,-77.0661166659,,2024/08/22 20:48:00+00,2024/08/22 20:49:00+00,618665486,
397228.609999999,137640.039999999,24423148,2024/09/13 22:22:07+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF 14TH STREET NW,397228.61,137640.04,2,2F,2,208,Cluster 7,005203 3,005203,Precinct 17,38.9066144148,-77.0319520817,,2024/08/20 22:10:00+00,2024/08/21 00:20:00+00,618665487,
397430.659999996,136664.370000001,24423276,2024/10/04 12:21:12+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF 13TH STREET NW,397430.66,136664.37,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8978258475,-77.0296189448,DOWNTOWN,2024/06/13 14:30:00+00,2024/09/13 04:49:00+00,618665488,
401639.640000001,137489.239999998,24423289,2024/10/04 14:01:26+00,DAY,OTHERS,THEFT/OTHER,1113 - 1199 BLOCK OF 16TH STREET NE,401639.64,137489.24,5,5D,5,506,Cluster 23,008804 2,008804,Precinct 78,38.9052587957,-76.9810965202,,2024/08/16 01:53:00+00,2024/08/16 01:54:00+00,618665489,
397500.039999999,139117.25,24423304,2024/10/04 21:41:14+00,EVENING,OTHERS,THEFT/OTHER,2200 - 2299 BLOCK OF 12TH PLACE NW,397500.04,139117.25,1,1B,3,305,Cluster 3,004401 1,004401,Precinct 22,38.9199224333,-77.0288280726,,2024/08/18 17:30:00+00,2024/08/19 13:15:00+00,618665490,
396830.43,137253.620000001,24423485,2024/10/08 21:21:12+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 16TH STREET NW,396830.43,137253.62,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,38.9031320626,-77.0365410195,DOWNTOWN,2024/09/17 22:00:00+00,2024/09/17 22:05:00+00,618665491,
396232.869999997,138182.640000001,24423676,2024/10/11 14:41:38+00,DAY,OTHERS,THEFT/OTHER,1600 - 1622 BLOCK OF 19TH STREET NW,396232.87,138182.64,2,2B,2,208,Cluster 6,004202 1,004202,Precinct 14,38.911498638,-77.0434352042,,2024/09/24 04:15:00+00,2024/09/24 04:20:00+00,618665492,
398273.710000001,137335.07,24423902,2024/10/21 12:00:38+00,DAY,OTHERS,THEFT/OTHER,1014 - 1099 BLOCK OF 6TH STREET NW,398273.71,137335.07,2,2G,3,308,Cluster 8,004802 2,004802,Precinct 18,38.9038698123,-77.0199020838,,2024/10/13 20:20:00+00,2024/10/13 21:30:00+00,618665493,
394446.810000002,137573.440000001,24423926,2024/10/22 11:01:04+00,DAY,OTHERS,THEFT/OTHER,3200 - 3265 BLOCK OF PROSPECT STREET NW,394446.81,137573.44,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,38.9060012859,-77.0640236367,GEORGETOWN,2024/10/12 02:55:00+00,2024/10/14 02:55:00+00,618665494,
398010.079999998,138818.940000001,24126800,2024/08/18 15:33:44+00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.917236462,-77.0229457261,,2024/08/18 14:46:00+00,,618665499,
394622.450000003,137482.75,24128200,2024/08/21 00:13:51+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3199 BLOCK OF M STREET NW,394622.45,137482.75,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.905185411,-77.0619979449,GEORGETOWN,2024/08/20 23:25:00+00,2024/08/20 23:30:00+00,618665500,
398099.020000003,138206.329999998,24128215,2024/08/21 01:57:44+00,EVENING,OTHERS,THEFT/OTHER,1600 - 1623 BLOCK OF 7TH STREET NW,398099.02,138206.33,2,2G,3,307,Cluster 7,004901 2,004901,Precinct 18,38.911718063,-77.0219184648,,2024/08/20 23:55:00+00,2024/08/21 01:00:00+00,618665501,
401821.935400002,133325.390099999,24129464,2024/08/23 04:00:00+00,MIDNIGHT,OTHERS,HOMICIDE,1800 - 1899 BLOCK OF 18TH STREET SE,401821.935423644,133325.390073157,8,8A,6,607,Cluster 34,007605 1,007605,Precinct 112,38.867748896,-76.9790058685,,2024/08/23 03:26:00+00,2024/08/23 11:14:00+00,618665502,
401745.399999999,133453.34,24129534,2024/08/23 11:57:54+00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,1700 - 1799 BLOCK OF MINNESOTA AVENUE SE,401745.4,133453.34,8,8A,6,607,Cluster 34,007601 4,007601,Precinct 140,38.8689016764,-76.9798874601,,2024/08/23 10:21:00+00,2024/08/23 12:00:00+00,618665503,
399490.939999998,134234.390000001,24129584,2024/08/23 14:16:30+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1200 - 1253 BLOCK OF 1ST STREET SE,399490.94,134234.39,8,8F,1,106,Cluster 27,007201 1,007201,Precinct 131,38.8759392734,-77.0058665631,CAPITOL RIVERFRONT,2024/08/22 18:30:00+00,2024/08/23 13:00:00+00,618665504,
399886.579999998,136326.73,24129884,2024/08/23 23:45:46+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,300 - 399 BLOCK OF D STREET NE,399886.58,136326.73,6,6C,1,108,Cluster 25,008301 2,008301,Precinct 84,38.8947880109,-77.0013074321,CAPITOL HILL,2024/08/23 17:30:00+00,2024/08/23 18:00:00+00,618665505,
402611.310000002,132466.100000001,24130014,2024/08/24 09:47:55+00,MIDNIGHT,OTHERS,THEFT/OTHER,2305 - 2399 BLOCK OF 25TH STREET SE,402611.31,132466.1,8,8B,,,Cluster 36,007502 2,007502,Precinct 134,38.8600060653,-76.9699131824,,2024/08/24 02:15:00+00,2024/08/24 03:03:00+00,618665506,
397187.420000002,143383.239999998,24130049,2024/08/24 07:21:03+00,MIDNIGHT,OTHERS,ROBBERY,1326 - 1399 BLOCK OF MADISON STREET NW,397187.42,143383.24,4,4E,4,403,Cluster 18,002001 1,002001,Precinct 53,38.958350774,-77.0324505095,,2024/08/24 02:36:00+00,2024/08/24 04:04:00+00,618665507,
400436.049999997,134987.510000002,24130607,2024/08/25 04:54:49+00,MIDNIGHT,GUN,ROBBERY,E STREET SE AND 8TH STREET SE,400436.05001436,134987.5100107,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,38.8827237123,-76.9949743485,CAPITOL HILL,2024/08/25 02:07:00+00,2024/08/25 04:00:00+00,618665508,
397863.619999997,138792.329999998,24130695,2024/08/25 09:25:11+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,900 - 931 BLOCK OF U STREET NW,397863.62,138792.33,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9169964065,-77.0246344704,,2024/08/25 07:21:00+00,2024/08/25 08:40:00+00,618665509,
401441.140000001,138592.640000001,24130922,2024/08/25 20:16:37+00,EVENING,OTHERS,THEFT F/AUTO,2000 - 2005 BLOCK OF HECHT AVENUE NE,401441.14,138592.64,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9151989477,-76.9833827195,,2024/08/25 17:30:00+00,2024/08/25 18:30:00+00,618665510,
395892.729999997,136464.350000001,24131188,2024/08/26 11:34:32+00,DAY,OTHERS,BURGLARY,2100 - 2199 BLOCK OF E STREET NW,395892.73,136464.35,2,2A,2,207,Cluster 5,010800 3,010800,Precinct 2,38.8960181546,-77.0473467599,,2024/08/26 07:51:00+00,2024/08/26 11:05:00+00,618665511,
399238.950000003,142381.809999999,24131756,2024/08/27 04:43:47+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,4700 - 4949 BLOCK OF NORTH CAPITOL STREET,399238.95,142381.81,5,5A,4,405,Cluster 19,009510 1,009510,Precinct 44,38.9493337981,-77.008779603,,2024/08/27 02:00:00+00,,618665512,
396455.479999997,139555.850000001,24135446,2024/09/03 00:37:40+00,EVENING,OTHERS,THEFT/OTHER,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,396455.48,139555.85,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,38.9238698908,-77.0408755892,ADAMS MORGAN,2024/09/02 23:33:00+00,2024/09/02 23:34:00+00,618665513,
399351.539999999,137184.600000001,24135501,2024/09/03 02:52:00+00,EVENING,GUN,ROBBERY,1 - 99 BLOCK OF K STREET NE,399351.54,137184.6,6,6E,5,501,Cluster 25,010603 3,010603,Precinct 144,38.9025157814,-77.0074758356,NOMA,2024/09/03 01:40:00+00,2024/09/03 03:00:00+00,618665514,
397496.850000001,136885.09,24135831,2024/09/03 17:10:58+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF H STREET NW,397496.85,136885.09,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8998143637,-77.0288567213,DOWNTOWN,2024/09/03 16:49:00+00,2024/09/03 16:51:00+00,618665515,
397324.140000001,139395.57,24136408,2024/09/04 18:12:05+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF CLIFTON STREET NW,397324.14,139395.57,1,1B,3,304,Cluster 2,003600 1,003600,Precinct 23,38.9224291118,-77.030857533,,2024/08/28 19:44:00+00,2024/08/28 20:30:00+00,618665516,
